source,target,relation
goodenia_montana,C3_orthotrope,has_trait
goodenia,goodenia_mystrophylla,has_species
goodenia_mystrophylla,C1_rampant,has_trait
goodenia,goodenia_neogoodenia,has_species
goodenia_neogoodenia,C1_rampant,has_trait
goodenia,goodenia_nigrescens,has_species
goodenia_nigrescens,C3_orthotrope,has_trait
goodenia,goodenia_occidentalis,has_species
goodenia_occidentalis,C1_rampant,has_trait
goodenia,goodenia_odonnellii,has_species
goodenia_odonnellii,C3_orthotrope,has_trait
goodenia,goodenia_pallida,has_species
goodenia_pallida,C3_orthotrope,has_trait
goodenia,goodenia_panduriformis,has_species
goodenia_panduriformis,C3_orthotrope,has_trait
goodenia,goodenia_paradoxa,has_species
goodenia_paradoxa,C1_rampant,has_trait
goodenia_paradoxa,C3_orthotrope,has_trait
goodenia,goodenia_parvisepta,has_species
goodenia_parvisepta,C3_orthotrope,has_trait
goodenia,goodenia_peacockiana,has_species
goodenia_peacockiana,C1_rampant,has_trait
goodenia,goodenia_perfoliata,has_species
goodenia_perfoliata,C3_orthotrope,has_trait
goodenia,goodenia_phillipsiae,has_species
goodenia_phillipsiae,C1_rampant,has_trait
goodenia_phillipsiae,C3_orthotrope,has_trait
goodenia,goodenia_pilosa,has_species
goodenia_pilosa,C1_rampant,has_trait
goodenia_pilosa,C3_orthotrope,has_trait
goodenia,goodenia_pinifolia,has_species
goodenia_pinifolia,C1_rampant,has_trait
goodenia_pinifolia,C3_orthotrope,has_trait
goodenia,goodenia_porphyrea,has_species
goodenia_porphyrea,C1_rampant,has_trait
goodenia,goodenia_potamica,has_species
goodenia_potamica,C1_rampant,has_trait
goodenia_potamica,C3_orthotrope,has_trait
goodenia,goodenia_prostrata,has_species
goodenia_prostrata,C1_rampant,has_trait
goodenia,goodenia_psammophila,has_species
goodenia_psammophila,C1_rampant,has_trait
goodenia_psammophila,C3_orthotrope,has_trait
goodenia,goodenia_pumilio,has_species
goodenia_pumilio,C1_rampant,has_trait
goodenia,goodenia_pusilla,has_species
goodenia_pusilla,C3_orthotrope,has_trait
goodenia,goodenia_pusilliflora,has_species
goodenia_pusilliflora,C3_orthotrope,has_trait
goodenia,goodenia_redacta,has_species
goodenia_redacta,C1_rampant,has_trait
goodenia,goodenia_rosea,has_species
goodenia_rosea,C1_rampant,has_trait
goodenia_rosea,C3_orthotrope,has_trait
goodenia,goodenia_rupestris,has_species
goodenia_rupestris,C3_orthotrope,has_trait
goodenia,goodenia_scapigera,has_species
goodenia_scapigera,C3_orthotrope,has_trait
goodenia,goodenia_schwerinensis,has_species
goodenia_schwerinensis,C1_rampant,has_trait
goodenia,goodenia_stellata,has_species
goodenia_stellata,C1_rampant,has_trait
goodenia,goodenia_stephensonii,has_species
goodenia_stephensonii,C3_orthotrope,has_trait
goodenia,goodenia_strangfordii,has_species
goodenia_strangfordii,C3_orthotrope,has_trait
goodenia,goodenia_stricta,has_species
goodenia_stricta,C3_orthotrope,has_trait
goodenia,goodenia_subauriculata,has_species
goodenia_subauriculata,C3_orthotrope,has_trait
goodenia,goodenia_subsolana,has_species
goodenia_subsolana,C3_orthotrope,has_trait
goodenia,goodenia_symonii,has_species
goodenia_symonii,C1_rampant,has_trait
goodenia_symonii,C3_orthotrope,has_trait
goodenia,goodenia_trinervis,has_species
goodenia_trinervis,C3_orthotrope,has_trait
goodenia,goodenia_triodiophila,has_species
goodenia_triodiophila,C3_orthotrope,has_trait
goodenia,goodenia_tripartita,has_species
goodenia_tripartita,C1_rampant,has_trait
goodenia,goodenia_wilunensis,has_species
goodenia_wilunensis,C1_rampant,has_trait
goodenia_wilunensis,C3_orthotrope,has_trait
goodenia,goodenia_xanthosperma,has_species
goodenia_xanthosperma,C1_rampant,has_trait
gouania,gouania_meyenii,has_species
gouania_meyenii,C1_rampant,has_trait
gouania_meyenii,C3_orthotrope,has_trait
graderia,graderia_subintegra,has_species
graderia_subintegra,C1_rampant,has_trait
graderia_subintegra,C3_orthotrope,has_trait
grahamia,grahamia_australiana,has_species
grahamia_australiana,C3_orthotrope,has_trait
grammatophyllum,grammatophyllum_finlaysonianum,has_species
grammatophyllum_finlaysonianum,C1_rampant,has_trait
grammitis,grammitis_diminuta,has_species
grammitis_diminuta,C3_orthotrope,has_trait
grammitis,grammitis_wattsii,has_species
grammitis_wattsii,C1_rampant,has_trait
grammitis_wattsii,C3_orthotrope,has_trait
graptopetalum,graptopetalum_paraguayense,has_species
graptopetalum_paraguayense,C2_volubile,has_trait
gratiola,gratiola_amphiantha,has_species
gratiola_amphiantha,C9_submergé,has_trait
gratiola,gratiola_ebracteata,has_species
gratiola_ebracteata,C3_orthotrope,has_trait
grevillea,grevillea_acacioides,has_species
grevillea_acacioides,C3_orthotrope,has_trait
grevillea,grevillea_althoferorum,has_species
grevillea_althoferorum,C1_rampant,has_trait
grevillea,grevillea_angustiloba,has_species
grevillea_angustiloba,C1_rampant,has_trait
grevillea_angustiloba,C3_orthotrope,has_trait
grevillea,grevillea_cravenii,has_species
grevillea_cravenii,C1_rampant,has_trait
grevillea_cravenii,C3_orthotrope,has_trait
grevillea,grevillea_decora,has_species
grevillea_decora,C3_orthotrope,has_trait
grevillea,grevillea_disjuncta,has_species
grevillea_disjuncta,C1_rampant,has_trait
grevillea,grevillea_goodii,has_species
grevillea_goodii,C1_rampant,has_trait
grevillea,grevillea_granulifera,has_species
grevillea_granulifera,C3_orthotrope,has_trait
grevillea,grevillea_humifusa,has_species
grevillea_humifusa,C1_rampant,has_trait
grevillea,grevillea_humilis,has_species
grevillea_humilis,C1_rampant,has_trait
grevillea_humilis,C3_orthotrope,has_trait
grevillea,grevillea_imberbis,has_species
grevillea_imberbis,C1_rampant,has_trait
grevillea,grevillea_maherae,has_species
grevillea_maherae,C1_rampant,has_trait
grevillea_maherae,C3_orthotrope,has_trait
grevillea,grevillea_nudiflora,has_species
grevillea_nudiflora,C1_rampant,has_trait
grevillea,grevillea_obtusiflora,has_species
grevillea_obtusiflora,C1_rampant,has_trait
grevillea_obtusiflora,C3_orthotrope,has_trait
grevillea,grevillea_oligomera,has_species
grevillea_oligomera,C3_orthotrope,has_trait
grevillea,grevillea_parviflora,has_species
grevillea_parviflora,C1_rampant,has_trait
grevillea_parviflora,C3_orthotrope,has_trait
grevillea,grevillea_pluricaulis,has_species
grevillea_pluricaulis,C3_orthotrope,has_trait
grevillea,grevillea_sarissa,has_species
grevillea_sarissa,C3_orthotrope,has_trait
grevillea,grevillea_teretifolia,has_species
grevillea_teretifolia,C1_rampant,has_trait
grevillea_teretifolia,C3_orthotrope,has_trait
grevillea,grevillea_viridiflava,has_species
grevillea_viridiflava,C3_orthotrope,has_trait
grevillea,grevillea_wiradjuri,has_species
grevillea_wiradjuri,C3_orthotrope,has_trait
grevillea,grevillea_yorkrakinensis,has_species
grevillea_yorkrakinensis,C3_orthotrope,has_trait
grindelia,grindelia_camporum,has_species
grindelia_camporum,C3_orthotrope,has_trait
grindelia,grindelia_vetimontis,has_species
grindelia_vetimontis,C1_rampant,has_trait
grossularia,grossularia_cynosbati,has_species
grossularia_cynosbati,C1_rampant,has_trait
grossularia_cynosbati,C3_orthotrope,has_trait
grossularia,grossularia_lobbii,has_species
grossularia_lobbii,C1_rampant,has_trait
grossularia,grossularia_quercetorum,has_species
grossularia_quercetorum,C1_rampant,has_trait
grossularia,grossularia_sericea,has_species
grossularia_sericea,C3_orthotrope,has_trait
grossularia,grossularia_speciosa,has_species
grossularia_speciosa,C1_rampant,has_trait
grossularia,grossularia_victoris,has_species
grossularia_victoris,C3_orthotrope,has_trait
guichenotia,guichenotia_alba,has_species
guichenotia_alba,C1_rampant,has_trait
guilielma,guilielma_gasipaes,has_species
guilielma_gasipaes,C3_orthotrope,has_trait
guillenia,guillenia_lasiophylla,has_species
guillenia_lasiophylla,C3_orthotrope,has_trait
guillenia,guillenia_lemmonii,has_species
guillenia_lemmonii,C3_orthotrope,has_trait
guizotia,guizotia_jacksonii,has_species
guizotia_jacksonii,C1_rampant,has_trait
gundelia,gundelia_tournefortii,has_species
gundelia_tournefortii,C1_rampant,has_trait
gundelia_tournefortii,C3_orthotrope,has_trait
gutenbergia,gutenbergia_rueppellii,has_species
gutenbergia_rueppellii,C1_rampant,has_trait
gutenbergia_rueppellii,C3_orthotrope,has_trait
gutenbergia_rueppellii,C8_plagiotrope,has_trait
gutierrezia,gutierrezia_bracteata,has_species
gutierrezia_bracteata,C3_orthotrope,has_trait
gutierrezia,gutierrezia_californica,has_species
gutierrezia_californica,C3_orthotrope,has_trait
gutierrezia,gutierrezia_divergens,has_species
gutierrezia_divergens,C3_orthotrope,has_trait
guzmania,guzmania_desautelsii,has_species
guzmania_desautelsii,C3_orthotrope,has_trait
guzmania,guzmania_xanthobractea,has_species
guzmania_xanthobractea,C3_orthotrope,has_trait
gymnadenia,gymnadenia_conopsea,has_species
gymnadenia_conopsea,C1_rampant,has_trait
gymnadenia_conopsea,C6_robuste,has_trait
gymnocalycium,gymnocalycium_denudatum,has_species
gymnocalycium_denudatum,C2_volubile,has_trait
gymnocarpium,gymnocarpium_disjunctum,has_species
gymnocarpium_disjunctum,C1_rampant,has_trait
gymnocarpium,gymnocarpium_dryopteris,has_species
gymnocarpium_dryopteris,C1_rampant,has_trait
gymnostachyum,gymnostachyum_verschaffeltii,has_species
gymnostachyum_verschaffeltii,C1_rampant,has_trait
gynerium,gynerium_levyi,has_species
gynerium_levyi,C3_orthotrope,has_trait
gynerium,gynerium_parviflorum,has_species
gynerium_parviflorum,C3_orthotrope,has_trait
gynerium,gynerium_procerum,has_species
gynerium_procerum,C3_orthotrope,has_trait
gynerium,gynerium_saccharoides,has_species
gynerium_saccharoides,C3_orthotrope,has_trait
gynerium,gynerium_sagittatum,has_species
gynerium_sagittatum,C3_orthotrope,has_trait
gynura,gynura_ecalyculata,has_species
gynura_ecalyculata,C3_orthotrope,has_trait
gyrostachys,gyrostachys_autumnalis,has_species
gyrostachys_autumnalis,C1_rampant,has_trait
gyrostachys_autumnalis,C3_orthotrope,has_trait
gyrostachys,gyrostachys_cernua,has_species
gyrostachys_cernua,C2_volubile,has_trait
gyrostachys,gyrostachys_constricta,has_species
gyrostachys_constricta,C2_volubile,has_trait
gyrostachys,gyrostachys_spiralis,has_species
gyrostachys_spiralis,C1_rampant,has_trait
gyrostachys_spiralis,C3_orthotrope,has_trait
haageocereus,haageocereus_fascicularis,has_species
haageocereus_fascicularis,C3_orthotrope,has_trait
haageocereus,haageocereus_versicolor,has_species
haageocereus_versicolor,C1_rampant,has_trait
habenaria,habenaria_blephariglottis,has_species
habenaria_blephariglottis,C1_rampant,has_trait
habenaria_blephariglottis,C3_orthotrope,has_trait
hablitzia,hablitzia_tamnoides,has_species
hablitzia_tamnoides,C1_rampant,has_trait
hablitzia_tamnoides,C2_volubile,has_trait
hackelia,hackelia_californica,has_species
hackelia_californica,C3_orthotrope,has_trait
hackelia,hackelia_deflexa,has_species
hackelia_deflexa,C3_orthotrope,has_trait
hackelia,hackelia_micrantha,has_species
hackelia_micrantha,C3_orthotrope,has_trait
hackelia,hackelia_mundula,has_species
hackelia_mundula,C3_orthotrope,has_trait
hackelia,hackelia_velutina,has_species
hackelia_velutina,C3_orthotrope,has_trait
hakea,hakea_asperma,has_species
hakea_asperma,C3_orthotrope,has_trait
hakea,hakea_circumalata,has_species
hakea_circumalata,C3_orthotrope,has_trait
hakea,hakea_erecta,has_species
hakea_erecta,C3_orthotrope,has_trait
hakea,hakea_florulenta,has_species
hakea_florulenta,C3_orthotrope,has_trait
hakea,hakea_rigida,has_species
hakea_rigida,C2_volubile,has_trait
halocnemum,halocnemum_strobilaceum,has_species
halocnemum_strobilaceum,C3_orthotrope,has_trait
halodule,halodule_uninervis,has_species
halodule_uninervis,C1_rampant,has_trait
halodule_uninervis,C3_orthotrope,has_trait
halophila,halophila_johnsonii,has_species
halophila_johnsonii,C1_rampant,has_trait
halosarcia,halosarcia_pergranulata,has_species
halosarcia_pergranulata,C3_orthotrope,has_trait
halostachys,halostachys_belangeriana,has_species
halostachys_belangeriana,C3_orthotrope,has_trait
halostachys,halostachys_caspica,has_species
halostachys_caspica,C3_orthotrope,has_trait
hamamelis,hamamelis_intermedia,has_species
hamamelis_intermedia,C2_volubile,has_trait
hannonia,hannonia_hesperidum,has_species
hannonia_hesperidum,C2_volubile,has_trait
hansenia,hansenia_weberbaueriana,has_species
hansenia_weberbaueriana,C1_rampant,has_trait
haplocarpha,haplocarpha_rueppelii,has_species
haplocarpha_rueppelii,C1_rampant,has_trait
haplopappus,haplopappus_acradenius,has_species
haplopappus_acradenius,C3_orthotrope,has_trait
haplopappus,haplopappus_fasciculatus,has_species
haplopappus_fasciculatus,C3_orthotrope,has_trait
haplopappus,haplopappus_menziesii,has_species
haplopappus_menziesii,C3_orthotrope,has_trait
haplopappus,haplopappus_tridentatus,has_species
haplopappus_tridentatus,C3_orthotrope,has_trait
haplopappus,haplopappus_vernicosus,has_species
haplopappus_vernicosus,C1_rampant,has_trait
hardenbergia,hardenbergia_monophylla,has_species
hardenbergia_monophylla,C1_rampant,has_trait
hardenbergia_monophylla,C3_orthotrope,has_trait
hardenbergia,hardenbergia_violacea,has_species
hardenbergia_violacea,C1_rampant,has_trait
hardenbergia_violacea,C3_orthotrope,has_trait
harmonia,harmonia_guggolziorum,has_species
harmonia_guggolziorum,C3_orthotrope,has_trait
harpagophytum,harpagophytum_procumbens,has_species
harpagophytum_procumbens,C1_rampant,has_trait
harpagophytum,harpagophytum_zeyheri,has_species
harpagophytum_zeyheri,C1_rampant,has_trait
harrimanella,harrimanella_hypnoides,has_species
harrimanella_hypnoides,C1_rampant,has_trait
harrimanella_hypnoides,C3_orthotrope,has_trait
harrisia,harrisia_fragrans,has_species
harrisia_fragrans,C1_rampant,has_trait
harrisia_fragrans,C3_orthotrope,has_trait
harrisia,harrisia_regelii,has_species
harrisia_regelii,C1_rampant,has_trait
hartmaniella,hartmaniella_sierrae,has_species
hartmaniella_sierrae,C3_orthotrope,has_trait
hasseanthus,hasseanthus_elongatus,has_species
hasseanthus_elongatus,C3_orthotrope,has_trait
hastingsia,hastingsia_bracteosa,has_species
hastingsia_bracteosa,C3_orthotrope,has_trait
haworthia,haworthia_coarctata,has_species
haworthia_coarctata,C6_robuste,has_trait
haworthia,haworthia_reinwardtii,has_species
haworthia_reinwardtii,C2_volubile,has_trait
haworthiopsis,haworthiopsis_coarctata,has_species
haworthiopsis_coarctata,C6_robuste,has_trait
haworthiopsis,haworthiopsis_reinwardtii,has_species
haworthiopsis_reinwardtii,C2_volubile,has_trait
hazardia,hazardia_vernicosa,has_species
hazardia_vernicosa,C1_rampant,has_trait
hedeoma,hedeoma_diffusa,has_species
hedeoma_diffusa,C1_rampant,has_trait
hedeoma,hedeoma_pulegioides,has_species
hedeoma_pulegioides,C3_orthotrope,has_trait
hedera,hedera_azorica,has_species
hedera_azorica,C1_rampant,has_trait
hedera_azorica,C3_orthotrope,has_trait
hedera,hedera_colchica,has_species
hedera_colchica,C1_rampant,has_trait
hedera_colchica,C3_orthotrope,has_trait
hedera,hedera_cypria,has_species
hedera_cypria,C1_rampant,has_trait
hedera_cypria,C3_orthotrope,has_trait
hedinia,hedinia_tibetica,has_species
hedinia_tibetica,C3_orthotrope,has_trait
hedychium,hedychium_gardnerianum,has_species
hedychium_gardnerianum,C3_orthotrope,has_trait
hedyotis,hedyotis_verticillaris,has_species
hedyotis_verticillaris,C1_rampant,has_trait
hedypnois,hedypnois_hirta,has_species
hedypnois_hirta,C3_orthotrope,has_trait
hedypnois,hedypnois_tectorum,has_species
hedypnois_tectorum,C3_orthotrope,has_trait
hedysarum,hedysarum_alpinum,has_species
hedysarum_alpinum,C3_orthotrope,has_trait
hedysarum,hedysarum_hedysaroides,has_species
hedysarum_hedysaroides,C3_orthotrope,has_trait
heinekenia,heinekenia_maculata,has_species
heinekenia_maculata,C1_rampant,has_trait
helanthium,helanthium_parvulum,has_species
helanthium_parvulum,C3_orthotrope,has_trait
helanthium,helanthium_tenellum,has_species
helanthium_tenellum,C3_orthotrope,has_trait
heleniastrum,heleniastrum_amphibolum,has_species
heleniastrum_amphibolum,C1_rampant,has_trait
heleniastrum,heleniastrum_hoopesii,has_species
heleniastrum_hoopesii,C3_orthotrope,has_trait
heleniastrum,heleniastrum_ooclinium,has_species
heleniastrum_ooclinium,C1_rampant,has_trait
heleniastrum,heleniastrum_quadridentatum,has_species
heleniastrum_quadridentatum,C1_rampant,has_trait
helenium,helenium_bolanderi,has_species
helenium_bolanderi,C3_orthotrope,has_trait
helenium,helenium_decurrens,has_species
helenium_decurrens,C1_rampant,has_trait
helenium,helenium_elegans,has_species
helenium_elegans,C1_rampant,has_trait
helenium,helenium_helenium,has_species
helenium_helenium,C1_rampant,has_trait
helenium,helenium_hirtum,has_species
helenium_hirtum,C1_rampant,has_trait
helenium_hirtum,C3_orthotrope,has_trait
helenium_hirtum,C8_plagiotrope,has_trait
helenium,helenium_hispidum,has_species
helenium_hispidum,C3_orthotrope,has_trait
helenium,helenium_hoopesii,has_species
helenium_hoopesii,C3_orthotrope,has_trait
helenium,helenium_incisum,has_species
helenium_incisum,C1_rampant,has_trait
helenium,helenium_linifolium,has_species
helenium_linifolium,C1_rampant,has_trait
helenium,helenium_microcephalum,has_species
helenium_microcephalum,C1_rampant,has_trait
helenium,helenium_nuttallii,has_species
helenium_nuttallii,C1_rampant,has_trait
helenium,helenium_ooclinium,has_species
helenium_ooclinium,C1_rampant,has_trait
helenium,helenium_pinnatifidum,has_species
helenium_pinnatifidum,C1_rampant,has_trait
helenium,helenium_puberulum,has_species
helenium_puberulum,C1_rampant,has_trait
helenium,helenium_quadridentatum,has_species
helenium_quadridentatum,C1_rampant,has_trait
helenium,helenium_squarrosum,has_species
helenium_squarrosum,C3_orthotrope,has_trait
helenium,helenium_thurberi,has_species
helenium_thurberi,C1_rampant,has_trait
helenium,helenium_vernale,has_species
helenium_vernale,C1_rampant,has_trait
helenium,helenium_virginicum,has_species
helenium_virginicum,C3_orthotrope,has_trait
helianthella,helianthella_californica,has_species
helianthella_californica,C3_orthotrope,has_trait
helianthella,helianthella_covillei,has_species
helianthella_covillei,C3_orthotrope,has_trait
helianthella,helianthella_nevadensis,has_species
helianthella_nevadensis,C3_orthotrope,has_trait
helianthus,helianthus_aridus,has_species
helianthus_aridus,C3_orthotrope,has_trait
helianthus,helianthus_canescens,has_species
helianthus_canescens,C3_orthotrope,has_trait
